epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.8108711839166046,0.8107281792848128,0.8690476190476191,0.870310419249667
2,0.9367088607594937,0.936666115946178,0.9434523809523809,0.9436103568975105
3,0.9583023082650782,0.9582707796848405,0.9226190476190477,0.9230749746707193
4,0.9739389426656738,0.973921341860191,0.9226190476190477,0.9231302765043873
5,0.9650037230081906,0.9649856197121666,0.9285714285714286,0.9289922843114333
6,0.9806403574087863,0.9806376064749684,0.8839285714285714,0.8850563261724173
7,0.9858525688756515,0.985849529251672,0.9404761904761905,0.9402374586198116
8,0.9970215934475056,0.9970211702269183,0.9315476190476191,0.9319245491791022
9,0.9977661950856291,0.9977663499790986,0.9285714285714286,0.9289358600583091
10,0.9970215934475056,0.9970211702269183,0.9107142857142857,0.911493202183541
11,0.9880863737900223,0.988082933720854,0.9285714285714286,0.9281777801420328
