epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.8972839506172839,0.8970322650864181,0.9387755102040817,0.9380025180804028
2,0.9629629629629629,0.9631126400526869,0.8503401360544217,0.8534914348731393
3,0.9698765432098766,0.9699497638406286,0.8809523809523809,0.8826943628444668
4,0.985679012345679,0.9857098574768512,0.8390022675736961,0.8431625433609508
5,0.9896296296296296,0.9896372334047243,0.8616780045351474,0.8514479653412012
6,0.9767901234567902,0.9768716827310303,0.8741496598639455,0.8771237390651967
7,0.994567901234568,0.9945687044971048,0.8106575963718821,0.8154300837761624
8,0.9990123456790123,0.9990123456790123,0.8219954648526077,0.8265732160304233
9,0.9965432098765432,0.99654473699929,0.9024943310657596,0.9044819782739365
10,0.9930864197530864,0.9930924900537303,0.8616780045351474,0.8651115633289511
