epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.7944899478778853,0.8017582081565569,0.8333333333333334,0.8805852379086924
2,0.8979895755770663,0.9109738574312192,0.9285714285714286,0.9279933872990537
3,0.9627699180938198,0.9642343321018373,0.9672619047619048,0.9676760211280786
4,0.9583023082650782,0.9606073221199515,0.9494047619047619,0.9527737761568189
5,0.9776619508562919,0.9782904057164985,0.9523809523809523,0.9557333923947814
6,0.9717051377513031,0.9727288898771422,0.8779761904761905,0.8949877450241482
7,0.9553239017125837,0.9574408954600905,0.9494047619047619,0.9508988291886675
8,0.9687267311988086,0.9704031407790418,0.9613095238095238,0.9607995474997282
9,0.9910647803425168,0.9910670097433383,0.9672619047619048,0.9667232827703216
10,0.9955323901712584,0.9955339495297445,0.9642857142857143,0.9637909220556312
11,0.9970215934475056,0.997023338025243,0.9642857142857143,0.9637909220556312
12,1.0,1.0,0.9642857142857143,0.9637909220556312
