epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.23877980364656382,0.2402006581332412,0.3225806451612903,0.2462300104502785
2,0.3211781206171108,0.32388210131730666,0.3492286115007013,0.35289089653978445
3,0.3429172510518934,0.3466439457979147,0.31977559607293127,0.2909882544144653
4,0.3797335203366059,0.376129458714309,0.3394109396914446,0.3304514973071941
5,0.39340813464235624,0.3880659758662122,0.3534361851332398,0.3243462800287238
6,0.38604488078541377,0.38469394026325093,0.37868162692847124,0.3281322830594619
7,0.3993688639551192,0.39413478196034657,0.332398316970547,0.281861963532265
8,0.4070827489481066,0.409277136291315,0.3380084151472651,0.33063952889670895
9,0.39270687237026647,0.3924783763595016,0.364656381486676,0.33198597767131477
10,0.41865357643758766,0.41124096623081186,0.33660589060308554,0.30062181385596687
11,0.4105890603085554,0.40677331103140396,0.3884992987377279,0.3764522527543421
12,0.4169004207573633,0.4150808110970351,0.3856942496493689,0.3930051365093303
13,0.4253155680224404,0.4237893109760996,0.33660589060308554,0.312800488444472
14,0.4161991584852735,0.4113060824989831,0.391304347826087,0.3575500404847704
15,0.4330294530154278,0.4282518239469275,0.4067321178120617,0.3658618006190023
16,0.40918653576437586,0.402748670295168,0.3758765778401122,0.3173343659029747
17,0.40953716690042075,0.40031322648779416,0.37166900420757365,0.3454379413198871
18,0.39866760168302945,0.39703810004678153,0.4431977559607293,0.40280181287705547
19,0.3944600280504909,0.39318661623583084,0.3576437587657784,0.33246753477759267
20,0.41865357643758766,0.4154758869364492,0.394109396914446,0.3355337864699134
21,0.4063814866760168,0.4009475319954074,0.3899018232819074,0.3501903008166868
22,0.41304347826086957,0.40549724916634927,0.42496493688639553,0.4124881996080204
23,0.41409537166900423,0.4069292865452283,0.36185133239831696,0.35983974578592876
24,0.41935483870967744,0.4157030197496559,0.3450210378681627,0.3349799997270692
25,0.43127629733520334,0.42526467249322736,0.3955119214586255,0.39013986578516313
26,0.41514726507713884,0.41536560394193817,0.41935483870967744,0.3891694775264779
27,0.44424964936886396,0.43607533526473613,0.4109396914446003,0.37428802940004957
28,0.4214586255259467,0.41901536304480397,0.4123422159887798,0.3862672976223062
29,0.41409537166900423,0.41292543788102404,0.423562412342216,0.39505369577779503
30,0.43548387096774194,0.4312602131358266,0.39691444600280507,0.3390555988642275
31,0.43022440392706873,0.4240322613509965,0.37307152875175315,0.33700335979521007
32,0.4428471248246844,0.43575029228911555,0.3576437587657784,0.31398505008643696
33,0.42426367461430575,0.42346382104267416,0.40813464235624125,0.3447992779615332
34,0.4340813464235624,0.43136730924878874,0.426367461430575,0.3674517163365557
35,0.4319775596072931,0.42600234450119157,0.364656381486676,0.3751918696218044
36,0.42461430575035064,0.4226464249205972,0.36605890603085556,0.3595081398056071
37,0.42566619915848525,0.4244441488741829,0.36605890603085556,0.33811629616663297
38,0.4379382889200561,0.4328732361841266,0.4067321178120617,0.3570723473914662
39,0.43127629733520334,0.4263987242357143,0.42917251051893407,0.37706476684080015
40,0.44109396914446003,0.4349202359495195,0.41374474053295934,0.3829490822359739
41,0.44600280504908835,0.44044957708882754,0.4179523141654979,0.3962588916703642
42,0.43934081346423565,0.435667580817013,0.3800841514726508,0.3875794233479037
43,0.44635343618513323,0.4412155785822324,0.39270687237026647,0.38943097475185723
44,0.45546984572230015,0.4540028969150294,0.36746143057503505,0.3677556476434481
45,0.4540673211781206,0.44858016569166115,0.3899018232819074,0.37459061501533836
46,0.45546984572230015,0.4508039003613764,0.4305750350631136,0.43535971727159145
47,0.43863955119214587,0.4391023721105713,0.40953716690042075,0.406271834112195
48,0.4319775596072931,0.42980456969506514,0.4179523141654979,0.4271724537238555
49,0.42952314165497896,0.4299153572610247,0.41374474053295934,0.4190020280283209
50,0.43688639551192143,0.4369769874294457,0.41514726507713884,0.3957995259247772
51,0.4375876577840112,0.4318883377071069,0.3814866760168303,0.3350425327279908
52,0.44600280504908835,0.44267097792056,0.3870967741935484,0.3688330092465704
53,0.45687237026647964,0.4539137266426309,0.3800841514726508,0.34918795724276636
54,0.4232117812061711,0.4233767934741674,0.3870967741935484,0.3632247138931778
55,0.44460028050490885,0.4388085468787511,0.426367461430575,0.3984441437118508
56,0.4491584852734923,0.4452432447424435,0.4109396914446003,0.3875928377177828
57,0.4481065918653576,0.44672677910392855,0.3997194950911641,0.4065233425807882
58,0.46037868162692847,0.458433861298596,0.3758765778401122,0.3760798768956431
59,0.47755960729312763,0.474212390052624,0.3534361851332398,0.3395889832605395
60,0.4435483870967742,0.44090898302941745,0.3267882187938289,0.30956749428244135
61,0.42812061711079946,0.42878704502108567,0.37307152875175315,0.37619577028235984
62,0.43688639551192143,0.43390232507119963,0.39691444600280507,0.36711463334173683
63,0.42075736325385693,0.4183839188478645,0.41514726507713884,0.3738244114987016
64,0.4288218793828892,0.42175243028091397,0.4053295932678822,0.3931945752156183
65,0.44985974754558206,0.44458667022793846,0.39270687237026647,0.37567988044718337
66,0.43162692847124823,0.4298806228295224,0.40392706872370265,0.4000534456197981
67,0.45722300140252453,0.45455921863064286,0.4221598877980365,0.37953986182363
68,0.45546984572230015,0.4498671217103314,0.44039270687237025,0.4190540519210276
69,0.4484572230014025,0.4425420169023371,0.4417952314165498,0.38984250391668207
70,0.45021037868162694,0.4459798398413497,0.43338008415147267,0.3856697411461022
71,0.44635343618513323,0.44013175185651315,0.3856942496493689,0.3659064171265836
72,0.44950911640953717,0.44504408816944235,0.41935483870967744,0.4078806363182605
73,0.44004207573632537,0.4341848368266787,0.3814866760168303,0.3703401286869171
74,0.4491584852734923,0.4446558170665356,0.4417952314165498,0.4259971465380567
