epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.3288920056100982,0.3253625341796345,0.3997194950911641,0.3602889600328469
2,0.432328190743338,0.4265740980281033,0.39831697054698456,0.36231034213144075
3,0.4586255259467041,0.44588391122762555,0.4474053295932679,0.4414442591062408
4,0.532608695652174,0.5301920775719227,0.4165497896213184,0.37955627079521537
5,0.6181626928471248,0.6168532509362503,0.42496493688639553,0.4334631514954145
6,0.6893408134642356,0.6898744005340545,0.44460028050490885,0.44970666781679813
7,0.7815568022440392,0.7824807051418352,0.40252454417952316,0.3904113918946947
8,0.8194249649368864,0.8198161901519042,0.3506311360448808,0.35070085404032514
9,0.8548387096774194,0.8547742609241512,0.4165497896213184,0.41156158436298346
10,0.8965638148667602,0.8962288130896693,0.42496493688639553,0.4283633643642974
11,0.917601683029453,0.9175033771401856,0.4165497896213184,0.4212231516387454
12,0.9260168302945302,0.9259272558071958,0.423562412342216,0.43097919537446233
13,0.9309256661991585,0.93094787781916,0.4305750350631136,0.43181811532748493
14,0.9530154277699859,0.9530204580805437,0.42496493688639553,0.4341829116259704
15,0.9596774193548387,0.9597231692965426,0.43478260869565216,0.4390009845562947
