epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.4132717345653087,0.456988057471693,0.6677852348993288,0.6817293865833565
2,0.6119277614447711,0.6363971109868969,0.6409395973154363,0.6251726090923373
3,0.6446871062578748,0.6764920978505193,0.6778523489932886,0.6848982156292194
4,0.6766064678706426,0.7016723981166298,0.6761744966442953,0.7027252628470649
5,0.6438471230575389,0.6777131022220273,0.6862416107382551,0.7185097687018293
6,0.6770264594708106,0.7021808574986457,0.7332214765100671,0.746645217202799
7,0.6854262914741706,0.7128238450223131,0.7449664429530202,0.7193806853323892
8,0.6934061318773624,0.7148718432947443,0.7030201342281879,0.7006253037831616
9,0.6652666946661067,0.6923440350906719,0.7432885906040269,0.7215711258010798
10,0.7219655606887863,0.7405093957136576,0.7080536912751678,0.7267586255184405
11,0.7039059218815624,0.7285595818528673,0.7449664429530202,0.7571174727373283
12,0.6967660646787064,0.720954537763935,0.7466442953020134,0.7278716993510088
13,0.6799664006719865,0.7106144603500624,0.7449664429530202,0.7288623060063588
14,0.7253254934901302,0.7478156883315943,0.75,0.7618424406111947
15,0.7009659806803864,0.7278959241240416,0.7718120805369127,0.760570249332328
16,0.7152456950860983,0.7394618438571463,0.7701342281879194,0.7564228740321657
17,0.7316253674926502,0.7498027239506678,0.7533557046979866,0.77163353068645
18,0.7139857202855943,0.7373272540560161,0.6510067114093959,0.6926110444933467
19,0.7009659806803864,0.7288481635516613,0.7399328859060402,0.744812416945181
20,0.7282654346913062,0.7514024214029368,0.6711409395973155,0.6883111560229094
21,0.7072658546829064,0.7369064232571628,0.7869127516778524,0.7757693945570017
22,0.6904661906761865,0.7221536870176543,0.7785234899328859,0.7877858409990277
23,0.7417051658966821,0.7594218043951112,0.7197986577181208,0.7494749580020961
24,0.7123057538849223,0.7362551490557263,0.7835570469798657,0.7857272158091405
25,0.7110457790844184,0.7347000723934813,0.7516778523489933,0.7540583629806125
26,0.7370852582948341,0.7550679442328178,0.6879194630872483,0.7118234220212967
27,0.7076858462830743,0.7324781327780249,0.7869127516778524,0.7862660901989023
28,0.7291054178916422,0.7506748175657784,0.7869127516778524,0.7801723185133175
29,0.7156656866862663,0.7408215271199529,0.7919463087248322,0.7848528567531062
30,0.7223855522889542,0.7437043516797,0.7114093959731543,0.7292869698132558
31,0.7299454010919781,0.7526450748450578,0.802013422818792,0.784902813606656
32,0.7349853002939941,0.7575924143139686,0.8003355704697986,0.7930806825538397
33,0.7450650986980261,0.7635537495292765,0.7751677852348994,0.7878663404163883
34,0.74212515749685,0.7599004604954254,0.6711409395973155,0.7174283742441478
35,0.7291054178916422,0.7547686260492311,0.7684563758389261,0.7702588323117747
36,0.745905081898362,0.7653301875586237,0.7818791946308725,0.7794418194890799
37,0.749265014699706,0.7686467717324885,0.8087248322147651,0.8107759744751454
38,0.7181856362872743,0.7414789049241214,0.7835570469798657,0.7707182923305488
39,0.7215455690886182,0.7446416946404175,0.7768456375838926,0.7734955843034226
40,0.7345653086938261,0.7542977765021759,0.7667785234899329,0.7735129588729496
41,0.7354052918941621,0.7545679677884076,0.8003355704697986,0.799766010922299
42,0.7345653086938261,0.7574668937501595,0.8104026845637584,0.8080867478638332
43,0.7438051238975221,0.7654064760828824,0.7651006711409396,0.7660610155662009
44,0.743385132297354,0.7636815296432038,0.7768456375838926,0.7619041876994497
45,0.7312053758924821,0.7576102639628278,0.7936241610738255,0.7774899049211558
46,0.751784964300714,0.7684045763342643,0.8053691275167785,0.8004731865835784
