epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.2902330743618202,0.29809411070414243,0.4401330376940133,0.2699120939941715
2,0.45754716981132076,0.38084436356822954,0.33592017738359203,0.21415418629809646
3,0.244173140954495,0.1864788133915557,0.4745011086474501,0.42651914707261196
4,0.5074916759156493,0.4562273942569586,0.47560975609756095,0.4133443891326452
5,0.4972253052164262,0.501660233234311,0.2139689578713969,0.0985141215300482
6,0.33074361820199777,0.34058364644939454,0.532150776053215,0.4816809270964899
7,0.5923973362930077,0.5532830297466286,0.39356984478935697,0.3702756918577183
8,0.3135405105438402,0.3088917843133407,0.5266075388026608,0.5041297710349615
9,0.6059933407325194,0.5754715466159355,0.5277161862527716,0.5282001909380881
10,0.4281354051054384,0.44842269902040455,0.5365853658536586,0.534223936999861
11,0.6204217536071032,0.6077417644992321,0.5598669623059866,0.565487905256015
12,0.5760266370699223,0.5984124158928882,0.5620842572062085,0.5690837275760273
13,0.6262486126526082,0.6219432940142727,0.5598669623059866,0.5706682022976818
14,0.5793562708102109,0.6014300519308665,0.5809312638580931,0.5791899898230785
15,0.6551054384017758,0.6478591209592836,0.5532150776053215,0.572594493859398
16,0.5632630410654828,0.5891949157010292,0.5742793791574279,0.5526519594684867
17,0.6503884572697003,0.6434826436134498,0.49445676274944567,0.5144543554496137
18,0.5729744728079911,0.5978980891414335,0.5886917960088692,0.5616175601717661
19,0.6434517203107658,0.6444476997377997,0.5354767184035477,0.5576831511016468
20,0.640677025527192,0.6532946211597962,0.5798226164079823,0.5709013610443383
21,0.6390122086570478,0.6488181773965128,0.5521064301552107,0.5705806886282606
22,0.6440066592674806,0.6540883151675291,0.5953436807095344,0.587660129397625
23,0.6467813540510544,0.6571866965518711,0.5631929046563193,0.572359288466863
24,0.6617647058823529,0.6642892850701541,0.5753880266075388,0.5812768160482379
25,0.6342952275249722,0.6501886571827266,0.5909090909090909,0.5810220666105014
26,0.6761931187569368,0.6751365684205591,0.5609756097560976,0.5815862717698574
27,0.6387347391786904,0.6534015282871821,0.5975609756097561,0.575933040406899
28,0.6692563817980022,0.673637930971844,0.5288248337028825,0.5327276048734925
29,0.6451165371809101,0.6524956894183073,0.5964523281596452,0.6026537050724042
