epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.5309009679821296,0.5494236646701743,0.4166666666666667,0.5015299310123438
2,0.6835443037974683,0.7414180226367537,0.8898809523809523,0.8872081017123211
3,0.8086373790022338,0.8403989164280052,0.9017857142857143,0.9063521255790993
4,0.892777364110201,0.9032176588564881,0.8422619047619048,0.871121768395054
5,0.9017125837676843,0.9126224004798446,0.8988095238095238,0.8988089042474202
6,0.9277736411020104,0.9334475955253195,0.8809523809523809,0.8956571550925567
7,0.9523454951600894,0.9537263251663713,0.9077380952380952,0.909601336379579
8,0.9702159344750558,0.9711731292005434,0.8869047619047619,0.8929587774731034
9,0.9739389426656738,0.9742467691808417,0.9017857142857143,0.9054906736550541
10,0.9865971705137752,0.9867550997432083,0.8928571428571429,0.8931911553987908
11,0.9903201787043932,0.9903322302829495,0.8988095238095238,0.8985363226511802
12,0.9947877885331348,0.9947973614170527,0.8928571428571429,0.8901266236962884
13,0.996276991809382,0.9962869045338094,0.8988095238095238,0.8999623360510457
14,0.9992553983618764,0.9992554821128278,0.9047619047619048,0.9056964394352398
15,0.9970215934475056,0.9970215934475056,0.8958333333333334,0.8995934425999924
