accuracy,f1_score
0.3258426966292135,0.32549100526628616
0.33707865168539325,0.28599317379885786
0.48314606741573035,0.4710362047440699
0.3595505617977528,0.3411971166909073
0.3595505617977528,0.3558643800512517
