epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.1973018549747049,0.12666118414872277,0.18518518518518517,0.07541133239013638
2,0.1897133220910624,0.11915358822215749,0.1919191919191919,0.08303865957173538
3,0.19983136593591905,0.1285103733448337,0.19865319865319866,0.09391481550929134
4,0.19139966273187184,0.12225397691551258,0.20202020202020202,0.09743224224336502
5,0.2015177065767285,0.14308742594275872,0.20202020202020202,0.0973962523937156
6,0.19392917369308602,0.13663609348623837,0.2053872053872054,0.10103346503680115
7,0.19139966273187184,0.1368335724447139,0.21885521885521886,0.11731685062265362
8,0.20067453625632378,0.1499088718699325,0.22895622895622897,0.13347763347763347
9,0.2057335581787521,0.15393904367679156,0.2255892255892256,0.13054504545329396
10,0.20404721753794267,0.1550099802468963,0.2255892255892256,0.13052108997507805
11,0.21585160202360876,0.17696345624820042,0.23905723905723905,0.15324506975074956
12,0.22344013490725126,0.1849517201066705,0.25252525252525254,0.17438888392650181
13,0.22344013490725126,0.18637435278715392,0.24915824915824916,0.17474869986390726
14,0.2436762225969646,0.20882774351367564,0.2558922558922559,0.18209149893733254
15,0.23355817875210794,0.20252586132498082,0.2727272727272727,0.20583158714487035
16,0.24704890387858347,0.21762652149650807,0.265993265993266,0.20665151361292106
17,0.2630691399662732,0.23854095632901143,0.28619528619528617,0.23902334963375066
18,0.2588532883642496,0.23767024953388502,0.2996632996632997,0.26088679399069437
19,0.2740303541315346,0.26127888047305736,0.3164983164983165,0.28718675723713594
20,0.2790893760539629,0.26674031719955016,0.31986531986531985,0.2998192253876023
21,0.28330522765598654,0.26927569782519495,0.32996632996632996,0.3151596281249784
22,0.2900505902192243,0.2852978376311932,0.3367003367003367,0.32352575265988226
23,0.29679595278246207,0.2891272186618391,0.3569023569023569,0.34736408121507506
24,0.2976391231028668,0.29416549416005355,0.3468013468013468,0.3394529223082999
25,0.31871838111298484,0.31583173026313627,0.3602693602693603,0.3529287094924619
26,0.3136593591905565,0.31188491296448406,0.39057239057239057,0.38299186484448877
27,0.3296795952782462,0.3291399406503927,0.39730639730639733,0.38908139264402786
28,0.33895446880269814,0.3337775023865729,0.40404040404040403,0.4000194663173511
29,0.3600337268128162,0.36087405483665075,0.4208754208754209,0.4171594255686327
30,0.3448566610455312,0.34596796346554454,0.43097643097643096,0.42462450749999087
31,0.3566610455311973,0.3550151608809894,0.43434343434343436,0.4288025562961046
32,0.3625632377740304,0.36438997173864385,0.43097643097643096,0.43009130408838975
33,0.36930860033726814,0.3738378932123898,0.43434343434343436,0.4372974778481492
34,0.3642495784148398,0.3650925345896795,0.44107744107744107,0.44318975915813996
35,0.3827993254637437,0.38661042720974803,0.4444444444444444,0.4489729257331464
36,0.38195615514333897,0.38700110692988704,0.44107744107744107,0.447538130366334
37,0.3946037099494098,0.3952420871844063,0.4444444444444444,0.45253342976751953
38,0.37099494097807756,0.3791387921686911,0.4511784511784512,0.4664371091323005
39,0.40472175379426645,0.4129378467124418,0.4444444444444444,0.4609406074216342
40,0.3954468802698145,0.403841115019818,0.45454545454545453,0.47134328879227694
41,0.39376053962900504,0.40076225993965847,0.45454545454545453,0.47179189204653427
42,0.38954468802698144,0.40231975023117705,0.45791245791245794,0.4741062539274129
43,0.4072512647554806,0.41800968878304584,0.4612794612794613,0.47861911341103014
44,0.4156829679595278,0.42008398431311367,0.468013468013468,0.4869043943373003
45,0.41989881956155145,0.43113712947605093,0.4713804713804714,0.48934849127453117
46,0.40219224283305227,0.41352387786662415,0.468013468013468,0.4879391764787982
47,0.4156829679595278,0.4241709182594004,0.47474747474747475,0.49372172398927566
48,0.43929173693086004,0.4465498741643584,0.4882154882154882,0.5040243146303752
49,0.42242833052276557,0.4331797765709942,0.494949494949495,0.508062407096603
50,0.40978077571669475,0.42082044711173255,0.49158249158249157,0.5065973557382419
51,0.4258010118043845,0.43509051407858096,0.4882154882154882,0.5040566117411123
52,0.44097807757166946,0.45195587126063674,0.49158249158249157,0.5086454289950539
