epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.5569620253164557,0.5733618212432031,0.6726190476190477,0.6499504593766888
2,0.8756515264333582,0.8881295687483567,0.8839285714285714,0.902886613358883
3,0.9307520476545048,0.9357939417708109,0.9285714285714286,0.9329742796498509
4,0.956813104988831,0.9585993252408942,0.9672619047619048,0.9669447572224773
5,0.9702159344750558,0.9709869301030747,0.9345238095238095,0.9404916699462154
6,0.9724497393894267,0.9732220993500553,0.9434523809523809,0.9482591002399746
7,0.9769173492181683,0.9771010702659187,0.9523809523809523,0.9542069243156199
8,0.9888309754281459,0.9888991026944403,0.9404761904761905,0.9453429244055598
9,0.9903201787043932,0.9903656975304701,0.9672619047619048,0.9659212476717084
10,0.9947877885331348,0.9947900349748214,0.9583333333333334,0.9585156930502856
11,0.9977661950856291,0.9977664812059485,0.9613095238095238,0.9617820576565693
12,0.9992553983618764,0.9992554937353161,0.9583333333333334,0.9575315073342064
13,1.0,1.0,0.9642857142857143,0.9638792269044371
