epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.39775910364145656,0.3810085904735608,0.4606741573033708,0.40161050122478936
2,0.5882352941176471,0.5456740604081153,0.5730337078651685,0.5381749609479933
3,0.7142857142857143,0.6973352610496085,0.6179775280898876,0.6452524893314366
4,0.8123249299719888,0.8117341364789186,0.6853932584269663,0.6764967043475292
5,0.8487394957983193,0.8540218332028354,0.7865168539325843,0.7742019842996622
6,0.927170868347339,0.9282618180273597,0.7303370786516854,0.7259340477048043
7,0.957983193277311,0.9591375018050132,0.7865168539325843,0.7609336255947348
8,0.9915966386554622,0.9916631526688298,0.7640449438202247,0.7665418227215981
9,0.9859943977591037,0.986061361228898,0.797752808988764,0.7761855246232218
10,0.9663865546218487,0.9665156258581864,0.8089887640449438,0.7930082462212245
11,0.9859943977591037,0.9860847403259274,0.7640449438202247,0.7491746976358603
12,0.969187675070028,0.9691816725793856,0.7640449438202247,0.7467491672276014
13,0.9719887955182073,0.9718354084793295,0.7640449438202247,0.7455481068832027
14,0.9719887955182073,0.9735800934251557,0.7528089887640449,0.7395262927492378
15,0.9747899159663865,0.9761023881726717,0.7528089887640449,0.7395262927492378
16,0.9747899159663865,0.9761023881726717,0.7528089887640449,0.7385714827690114
17,0.9747899159663865,0.9761023881726717,0.7415730337078652,0.7172400010537399
18,0.9747899159663865,0.9761023881726717,0.7752808988764045,0.758956000024047
19,0.9859943977591037,0.986419337501268,0.7752808988764045,0.7648256464028544
20,0.9915966386554622,0.9917533725688193,0.797752808988764,0.788773207456249
