epoch,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,0.7407407407407407,0.743095160882342,0.9250493096646942,0.9250493096646942
2,0.9224691358024691,0.9227919815087393,0.9230769230769231,0.9235517699873101
3,0.9540740740740741,0.954227679893467,0.9506903353057199,0.9507690264869243
4,0.9728395061728395,0.9728919357765342,0.893491124260355,0.8942388971974772
5,0.9753086419753086,0.9754081240734285,0.9309664694280079,0.9304124809032761
6,0.9846913580246913,0.9847164668380846,0.9447731755424064,0.9449086475233949
7,0.9871604938271605,0.987179678047258,0.9151873767258383,0.9139353448805312
8,0.985679012345679,0.9857025012356273,0.9447731755424064,0.9447346575551704
9,0.9916049382716049,0.9916087559875639,0.9349112426035503,0.9347426195580596
10,0.9930864197530864,0.9930947179461125,0.9408284023668639,0.9406511734270931
11,0.9980246913580247,0.9980258866168765,0.9250493096646942,0.9241654398487856
12,0.9807407407407407,0.9807834597029281,0.9211045364891519,0.9201741472092481
